"student_id","id","title","level","date","module","genre family","discipline","disciplinary group","grade","words","s-units","p-units","tables","figures","block quotes","formulae","lists","listlikes","abstract","w/s","s/p","macrotype","gender","year of birth","L1","education (UKA: all secondary education in UK; Ukn: n years of secondary education in UK; OSA: all secondary education overseas)","course","number_of_texts","complex"
"0197","0197a","Outline a version of the ""first generation"" or the ""second generation"" speculative attack model. Discuss the empirical evidence in support of the model you outlined. Briefly discuss the limitations and the extensions of the model.",3,,"Topics in Financial Economics","critique","Economics","SS","unknown",2597,143,71,0,0,3,57,1,19,1,18.2,2,"simple assignment","f",1983,"Chinese unspecified","OSA","Economics",1,1
"0198","0198a","Lab - Inertia",1,01/01/2005,"Technological Science I","methodology recount","Engineering","PS","D",2300,145,100,3,3,0,33,2,14,1,15.9,1.5,"simple assignment","m",1986,"English","UKA","Meng",1,1
"0199","0199a","Experiment 17: Virus Haemagglutination Assay",1,01/04/2006,"Laboratories &amp; Assessed Work","methodology recount","Biological Sciences","LS","D",852,37,14,0,0,0,0,1,0,1,23,2.6,"simple assignment","f",1987,"English","UKA","Computational Biology",1,1
"0199","0199b","Experiment 16: Induction of ?-galactosidase in Escherichia coli",1,01/03/2006,"Laboratories &amp; Assessed Work","methodology recount","Biological Sciences","LS","D",1033,52,15,0,1,0,0,0,1,1,19.9,3.5,"simple assignment","f",1987,"English","UKA","Computational Biology",1,1
"0199","0199c","Experiment 15: Aspects of bacterial genetics: Conjugation and Recombination",1,01/03/2006,"Laboratories &amp; Assessed Work","methodology recount","Biological Sciences","LS","D",617,29,15,0,0,0,0,0,1,1,21.3,1.9,"simple assignment","f",1987,"English","UKA","Computational Biology",1,1
"0200","0200b","A-Z Cloth Management Report on the Costs and Quantities of Yarn Produced",1,01/02/2004,"Quantitive Methods of Analysis","case study","Business","SS","M",1341,64,24,1,1,0,0,0,9,1,21,2.7,"simple assignment","f",1985,"English","UKA","Management Science",1,1
"0200","0200c","Why do MNCs set up subsidiaries abroad? Explain your answer with examples.",2,01/12/2004,"International Environment of Business","essay","Business","SS","M",1322,63,30,0,0,0,0,1,8,0,21,2.1,"simple assignment","f",1985,"English","UKA","Management Science",1,1
"0200","0200d","Introduction to Cultural Dynamics",2,01/05/2005,"International Environment of Business","Critique","Business","SS","D",822,59,28,0,1,0,0,0,9,0,13.9,2.1,"simple assignment","f",1985,"English","UKA","Management Science",1,1
"0200","0200e","A Report on Compotech Industries Plc",3,01/03/2006,"Management Accounting Parts I &amp; II","case study","Business","SS","M",2103,127,52,2,0,0,0,0,26,0,16.6,2.4,"simple assignment","f",1985,"English","UKA","Management Science",1,1
"0200","0200f","CFS Insurance Executive Business Report",3,01/12/2005,"Project Management","case study","Business","SS","M",4844,238,76,5,0,0,0,1,8,0,20.4,3.1,"simple assignment","f",1985,"English","UKA","Management Science",1,1
"0201","0201a","ExperimentW2 - Standing Waves",1,01/02/2006,"Physics Laboratory","methodology recount","Physics","PS","D",10157,391,159,0,5,0,70,0,19,1,26,2.5,"simple assignment","m",1987,"English","UKA","Mphys",1,1
"0202","0202a","How well did British Industry respond to foreign competition before 1914? Would performance have been better if entrepreneurs had been quicker to adopt new technology?",3,01/12/2005,"The British Economy in the Twentieth Century","essay","Economics","SS","D",2162,84,9,0,0,0,0,0,0,0,25.7,9.3,"simple assignment","m",1984,"English","UKA","Economics",1,0
"0202","0202b","What were the major changes in the international economy after 1914? Why did the Gold Standard work well before 1914 but not in the interwar period?",3,01/11/2005,"The International Economic System since 1918","essay","Economics","SS","M",2262,101,15,0,0,1,0,0,0,0,22.4,6.7,"simple assignment","m",1984,"English","UKA","Economics",1,0
"0202","0202c","Watching the governments of the euro zone dealing with its stability and growth pact is a little like watching an escapologist struggling free from a tight knot of rope (The Economist, 17 July 2003)",3,01/11/2005,"Economic Policy in the UK","essay","Economics","SS","D",2382,100,16,0,0,1,0,0,0,0,23.8,6.3,"simple assignment","m",1984,"English","UKA","Economics",1,0
"0202","0202d","Why has there been a proliferation of financial crises since the 1970s? How culpable is the IMF?",3,01/06/2003,"The International Economic System since 1918","essay","Economics","SS","M",2168,85,11,0,0,1,0,0,0,0,25.5,7.7,"simple assignment","m",1984,"English","UKA","Economics",1,0
"0202","0202e","How well did British services adjust to the changed economic climate of the interwar period? Was the response better in sectors sheltered from international competition?",3,01/06/2003,"The British Economy in the Twentieth Century","essay","Economics","SS","D",2197,98,13,0,0,0,0,0,0,0,22.4,7.5,"simple assignment","m",1984,"English","UKA","Economics",1,0
"0202","0202f","What were the major institutional changes in British agriculture from 1700-1850? Did these bring about changes in technology?",2,01/05/2003,"Industrial Revolution","essay","Economics","SS","M",2164,83,14,0,0,0,0,0,0,0,26.1,5.9,"simple assignment","m",1984,"English","UKA","Economics",1,0
"0202","0202g","What was the economic significance of the reduction in transport costs during the eighteenth and nineteenth centuries? Were the railways more important than the canals or the turnpike trusts?",2,01/12/2004,"Industrial Revolution","essay","Economics","SS","M",2205,87,11,0,0,0,0,0,0,0,25.3,7.9,"simple assignment","m",1984,"English","UKA","Economics",1,0
"0202","0202h","What factors affect the extent to which monopoly is associated with inefficient resource allocation?",2,01/05/2003,"Economics 2","essay","Economics","SS","M",2527,112,11,0,0,0,0,0,0,0,22.6,10.2,"simple assignment","m",1984,"English","UKA","Economics",1,0
"0202","0202i","To what extent should policy be used to stabilise the economy? Discuss with examples from the UK",2,01/05/2001,"Economics 2","essay","Economics","SS","M",2188,78,11,0,0,0,0,0,0,0,28.1,7.1,"simple assignment","m",1984,"English","UKA","Economics",1,0
"0202","0202j","Assignment 1",2,01/05/2001,"Econometrics","problem question","Economics","SS","D",4075,170,36,0,0,0,6,0,0,1,24,4.7,"simple assignment","m",1984,"English","UKA","Economics",1,1
"0202","0202k","1. Why is quality important to EHL? (20% of the marks) 2. What are the underlying causes of the quality problems at EHL? (40% of the marks) 3.What steps would you advise Paul Stone to take to improve quality performance at EHL? (40% of the marks)",3,01/06/2003,"Business Studies II Operations Management","essay","Business","SS","M",1551,64,15,0,1,1,0,0,0,0,24.2,4.3,"simple assignment","m",1984,"English","UKA","Business",1,1
"0202","0202l","'Conflict is always a consideration in Managing Employment Relations (MER)'. Critically assess this statement in relation to different perspectives on the employment relationship and in relation to sectoral, labour force and unionisation issues",3,01/06/2005,"Business Studies II Managing Employment Relations","essay","Business","SS","M",1635,69,8,0,0,0,0,0,0,0,23.7,8.6,"simple assignment","m",1984,"English","UKA","Business",1,0
"0202","0202m","Critically discuss the extent to which group processes influence individual behaviour and group performance. In your answer, draw on theories and concepts from across the module, and illustrate your views with examples.",3,01/06/2001,"Business Studies II Organisational Behaviour","essay","Business","SS","D",1551,72,14,0,0,0,0,0,0,0,21.5,5.1,"simple assignment","m",1984,"English","UKA","Business",1,0
"0202","0202n","'Business strategies demand discipline in the execution of long-term strategic plans and flexibility to address emergent changes'. Discuss. Explain which one of the two features is more critical in your view.",3,01/12/2005,"Business Studies II Business Policy","essay","Business","SS","D",1529,69,10,0,0,0,0,0,0,0,22.2,6.9,"simple assignment","m",1984,"English","UKA","Business",1,0
"0203","0203a","Portfolio Case presentation number: 5. Brain Tumour",4,01/03/2005,"Other rotations","case study","Medicine","LS","D",3728,178,91,2,2,0,0,13,9,0,20.9,2,"simple assignment","f",1979,"English","UKA","Medicine",1,1
"0203","0203b","Portfolio Case presentation number: 3 Left Carotid Endartectomy.",4,01/04/2005,"Other rotations","case study","Medicine","LS","D",2978,135,82,0,2,0,0,10,11,0,22.1,1.6,"simple assignment","f",1979,"English","UKA","Medicine",1,1
"0203","0203c","Portfolio Case presentation number: 1 Abdominal pain",4,01/04/2005,"Other rotations","case study","Medicine","LS","D",3287,176,98,0,1,0,0,13,8,0,18.7,1.8,"simple assignment","f",1979,"English","UKA","Medicine",1,1
"0203","0203d","Portfolio Case presentation number: 6 schizophrenia",4,01/04/2005,"Other rotations","case study","Medicine","LS","D",4524,172,74,2,0,0,0,1,16,0,26.3,2.3,"simple assignment","f",1979,"English","UKA","Medicine",1,1
"0203","0203e","Portfolio Case presentation number: 7 Severe stomach cramps",4,01/05/2005,"Other rotations","case study","Medicine","LS","D",4241,177,96,2,0,0,0,1,27,0,24,1.8,"simple assignment","f",1979,"English","UKA","Medicine",1,1
"0203","0203f","Portfolio Case presentation number:11 Ankle injury",4,01/05/2005,"Other rotations","case study","Medicine","LS","D",2906,151,75,0,1,0,0,9,0,0,19.2,2,"simple assignment","f",1979,"English","UKA","Medicine",1,1
"0203","0203g","Portfolio Case presentation number: 9 knee replacement",4,01/05/2005,"Other rotations","case study","Medicine","LS","D",4396,208,99,2,2,0,0,15,15,0,21.1,2.1,"simple assignment","f",1979,"English","UKA","Medicine",1,1
"0203","0203h","Portfolio Case presentation number: 10 CTS",4,01/05/2005,"Other rotations","case study","Medicine","LS","D",2689,140,76,0,0,0,0,12,9,0,19.2,1.8,"simple assignment","f",1979,"English","UKA","Medicine",1,1
"0203","0203i","Portfolio Case presentation number: Crohns Disease",4,01/10/2005,"Other rotations","case study","Medicine","LS","D",3683,186,96,1,0,0,0,12,9,0,19.8,1.9,"simple assignment","f",1979,"English","UKA","Medicine",1,1
"0203","0203j","Portfolio Case presentation number: Shortness of breath",4,01/10/2005,"Other rotations","case study","Medicine","LS","D",3131,164,112,1,0,0,0,14,20,0,19.1,1.5,"simple assignment","f",1979,"English","UKA","Medicine",1,1
"0204","0204a","Post Module Work",4,01/04/2006,"Logistics and Operations Management","narrative recount + problem question","Engineering","PS","D",4985,219,80,2,4,0,2,4,12,0,22.8,2.7,"simple assignment","m",1982,"Urdu","OSA","Engineering Business Management",1,1
"0206","0206c","Apple Computer - Getting to the Core of the Problem",3,01/11/2005,"Corporate Strategy","case study","Business","SS","M",1199,67,21,1,0,0,0,0,0,0,17.9,3.2,"simple assignment","m",1984,"English","OSA","Economics",1,1
"0206","0206d","Individual Reflective Assignment",3,01/04/2006,"Corporate Strategy","critique","Business","SS","M",627,26,14,0,0,0,0,0,0,0,24.1,1.9,"simple assignment","m",1984,"English","OSA","Economics",1,1
"0206","0206e","Strategy Learning Review",3,01/04/2006,"Corporate Strategy","narrative recount","Business","SS","M",2966,173,57,0,0,0,0,0,0,0,17.1,3,"simple assignment","m",1984,"English","OSA","Economics",1,1
"0206","0206f","Explain and discuss the view that when oil prices rise, unemployment will follow. Use an aggreagate supply and demand model to illustrate your answer.",1,01/01/2004,"Macroeconomics 1","essay","Economics","SS","M",794,35,15,0,2,0,2,0,0,0,22.7,2.3,"simple assignment","m",1984,"English","OSA","Economics",1,0
"0206","0206g","Explain the idea of the 'money multiplier'. How may the central bank use it in conducting its central policy?",1,01/11/2003,"Macroeconomics 1","essay","Economics","SS","M",826,43,21,0,0,0,4,0,0,0,19.2,2,"simple assignment","m",1984,"English","OSA","Economics",1,0
"0206","0206h","Question 1",3,01/04/2006,"Topics in Financial Economics","methodology recount","Economics","SS","D",1595,90,31,2,4,0,2,0,0,0,17.7,2.9,"simple assignment","m",1984,"English","OSA","Economics",1,1
"0206","0206j","Buying vs Renting a Home",3,01/11/2006,"Research in Applied Economics","essay","Economics","SS","D",1129,55,18,0,0,0,0,0,0,0,20.5,3.1,"simple assignment","m",1984,"English","OSA","Economics",1,0
"0206","0206l","Question 1",3,01/01/2006,"Econometrics","exercise","Economics","SS","M",2978,166,78,0,0,0,37,2,5,0,17.9,2.1,"simple assignment","m",1984,"English","OSA","Economics",1,1
"0208","0208a","Why did Brazil's GDP growth slowdown in 2001? Assess the strength of the recovery after 2002 and the prospects for 2005 in the light of oil price increases in 2004. How has the fall of the US dollar impacted the Brazilian economy? To what extent is Brazil over-dependent on the economic performance of the US?",1,01/12/2004,"Economics 1","essay","Economics","SS","M",1807,53,21,0,2,0,0,0,0,0,34.1,2.5,"simple assignment","f",1985,"Portuguese","OSA","Economics",1,1
"0208","0208b","-Account for the Rise of Management-",1,01/03/2005,"Foundations of Organisational Behaviour","essay","Business","SS","M",2470,84,27,1,0,4,0,0,0,0,29.4,3.1,"simple assignment","f",1985,"Portuguese","OSA","Business",1,1
"0208","0208c","To what extent does the FN represent a failure of the mainstream political parties of the Left and Right",1,01/03/2005,"Contemporary France","essay","Other","AH","M",2995,98,24,2,1,2,0,0,0,0,30.6,4.1,"simple assignment","f",1985,"Portuguese","OSA","French",1,1
"0208","0208d","Management Report for Chemimix Ldt. - Designing a Production Schedule",1,01/03/2005,"Quantitive Methods of Analysis","case study","Business","SS","D",886,28,13,3,0,0,0,0,3,1,31.6,2.2,"simple assignment","f",1985,"Portuguese","OSA","Business",1,1
"0208","0208e","Discuss the economic and social implications of EU enlargement eastwards: would a simple free trade agreement with central-eastern European countries have been a better option?",2,01/12/2005,"International Environment of Business","essay","Business","SS","D",1525,50,20,2,0,0,0,0,0,0,30.5,2.5,"simple assignment","f",1985,"Portuguese","OSA","Business",1,0
"0208","0208f","PESTLE Analysis - L'Or├®al in China",2,01/04/2006,"International Environment of Business","critique","Business","SS","D",1657,62,21,0,0,0,0,0,0,0,26.7,3,"simple assignment","f",1985,"Portuguese","OSA","Business",1,1
"0208","0208g","Description of the Service Concept",2,01/03/2006,"Service Operations Management","critique","Business","SS","M",2756,93,26,1,1,0,0,0,0,0,29.6,3.6,"simple assignment","f",1985,"Portuguese","OSA","Business",1,1
"0209","0209a","Produce a critical evaluation of the impact of the judicial decisions of the late Lord Denning MR on the rights of persons in residential occupation.",1,01/04/2004,"Introduction to the Law of Property Relations","essay","Law","SS","D",2594,118,14,0,0,0,0,0,0,0,22,8.4,"simple assignment","m",1985,"English","UKA","Law LLB",1,0
"0209","0209b","To what extent have Government ambitions for the Anti-Social Behaviour Order been fulfilled, taking into account both the experience of operating this procedure nationally and also local experience",1,01/04/2004,"Criminal Law","essay","Law","SS","D",1293,59,8,0,1,0,0,0,0,0,21.9,7.4,"simple assignment","m",1985,"English","UKA","Law LLB",1,0
"0209","0209c","The gender neutrality of law is a myth. Discuss.",1,01/04/2005,"Introduction to Legal Theory","essay","Law","SS","M",2544,135,16,0,0,2,0,1,0,0,18.8,8.4,"simple assignment","m",1985,"English","UKA","Law LLB",1,0
"0209","0209d","The regulatory scheme initiated under the Human Fertilisation and Embryology Act 1990 is in need of Review Discuss.",2,01/04/2004,"Medicine and the Law","essay","Law","SS","D",2817,88,18,0,0,0,0,0,2,0,32,4.9,"simple assignment","m",1985,"English","UKA","Law LLB",1,0
"0209","0209e","The Commission is organised on the pattern of a government. K.P.E. Lasok Law and Institutions of the European Union (2001) at 235. Is it accurate to describe the Commission as the government of the EU?",2,01/04/2005,"Foundations of European Law","essay","Law","SS","D",2659,132,11,0,0,0,0,0,0,0,20.1,12,"simple assignment","m",1985,"English","UKA","Law LLB",1,0
"0209","0209f","Advise Laura. In your advice state the effects of relevant case law and statutes.",2,01/04/2004,"Commercial &amp; Consumer Contracting","problem question","Law","SS","D",2398,85,16,0,0,0,0,0,0,0,28.2,5.3,"simple assignment","m",1985,"English","UKA","Law LLB",1,1
"0209","0209g","Critically evaluate the evolution of EC Environmental Law and Policy",2,01/04/2005,"Environmental Law","essay","Law","SS","M",2730,139,12,0,0,0,0,0,0,0,19.6,11.6,"simple assignment","m",1985,"English","UKA","Law LLB",1,0
"0210","0210a","Aesthetics of Future Cars",1,01/01/2005,"Design for Function","design specification","Engineering","PS","M",722,30,10,0,3,0,0,0,0,0,24.1,3,"simple assignment","m",1986,"Sinhala","OSA","Systems Engineering",1,1
"0210","0210b","Inertia Laboratory",1,01/01/2005,"Inertia Laboratory","methodology recount","Engineering","PS","D",1145,82,75,2,6,0,49,3,17,0,14,1.1,"simple assignment","m",1986,"Sinhala","OSA","Systems Engineering",1,1
"0210","0210d","Peugot Motor Company UK",1,01/11/2005,"Marketing/Industry Exercise Report","case study","Engineering","PS","D",1052,38,24,1,4,0,0,1,0,0,27.7,1.6,"simple assignment","m",1986,"Sinhala","OSA","Systems Engineering",1,1
"0210","0210e","CFD Laboratory Report",1,01/03/2006,"Design for Function","methodology recount","Engineering","PS","M",742,40,24,3,3,0,12,3,0,0,18.6,1.7,"simple assignment","m",1986,"Sinhala","OSA","Systems Engineering",1,1
"0212","0212a","Coursework II",1,01/04/2006,"Computer Organisation and Architecture","design specification","Computer Science","PS","D",2750,136,50,1,0,1,4,2,7,1,20.2,2.7,"simple assignment","m",1986,"English","UKA","Computer Science",1,1
"0212","0212b","Assignment 3 Article Critique",1,01/02/2006,"Professional Skills","critique","Computer Science","PS","M",1073,47,14,0,0,0,0,0,0,0,22.8,3.4,"simple assignment","m",1986,"English","UKA","Computer Science",1,0
"0212","0212c","What best explains people's willingness to work hard?",1,01/12/2005,"Foundations of Organisational Behaviour","essay","Business","SS","D",2499,115,19,0,0,0,0,0,0,0,21.7,6.1,"simple assignment","m",1986,"English","UKA","Business",1,0
"0212","0212d","Assignment 1",1,01/12/2005,"Computing &amp; Information Systems","exercise","Business","SS","M",2057,117,57,7,8,0,13,2,0,0,17.6,2.1,"complex but non-compound assignment (see notesStmt for details)","m",1986,"English","UKA","Business",1,1
"0212","0212e","Assignment 1",1,01/04/2006,"Statistics for Business","exercise","Business","SS","D",788,42,15,0,0,0,0,0,0,0,18.8,2.8,"complex but non-compound assignment (see notesStmt for details)","m",1986,"English","UKA","Business",1,1
"0214","0214b","Why has it proved so difficult to obtain convictions for rape?",3,,"Sexuality and Society","essay","Sociology","SS","unknown",3873,146,20,0,0,0,0,0,0,0,26.5,7.3,"simple assignment","f",1985,"English","UKA","Sociology",1,1
"0214","0214c","Choose and attach to your essay a newspaper article published in the past two years that relates to the sexual attitudes or debates studied in this course. Examples might be an article on legislation on the age of consent, a film or book review, a report of a rape trial or on the policing of prostitution. Write an essay contextualising the article in light of your coursework. For instance, you could identify the debates behind the article, identify assumptions it takes for granted, critique or support the authors' perspective and/or comment on the adequacy of its approach.",3,,"Sexuality and Society","essay","Sociology","SS","unknown",3180,163,21,0,0,2,0,0,0,0,19.5,7.8,"simple assignment","f",1985,"English","UKA","Sociology",1,1
"0214","0214d","Is motherhood a woman's destiny or the source of her subordination?",2,,"Transformations: Gender, Reproduction and Contemporary Society","essay","Sociology","SS","unknown",2516,122,20,0,0,0,0,0,0,0,20.6,6.1,"simple assignment","f",1985,"English","UKA","Sociology",1,1
"0215","0215a","If the Way of Truth is true, why does Parmenides write the Way of Seeming?",1,01/11/2005,"Introduction to Ancient Philosophy","essay","Philosophy","AH","M",1456,49,8,0,0,1,0,0,0,0,29.7,6.1,"simple assignment","f",1987,"English","UKA","Philosophy",1,0
"0215","0215b","Does the Meno show that virtue is teachable?",1,01/12/2005,"Introduction to Ancient Philosophy","essay","Philosophy","AH","D",2403,92,15,0,0,2,0,0,0,0,26.1,6.1,"simple assignment","f",1987,"English","UKA","Philosophy",1,0
"0215","0215c","Neoclassicism, with its emphasis on literary production according to fixed rules, may seem absurdly restricted to modern readers. Can you make a case for it on the basis of your reading?",1,01/03/2006,"Problems in Philosophy and Literature","essay","Philosophy","AH","M",1897,68,12,0,0,1,0,0,0,0,27.9,5.7,"simple assignment","f",1987,"English","UKA","Philosophy",1,0
"0215","0215d","What is the role of God in the project of the Meditations?",1,01/02/2006,"Descartes &amp; Locke","essay","Philosophy","AH","M",1487,65,20,0,0,0,0,0,12,0,22.9,3.3,"simple assignment","f",1987,"English","UKA","Philosophy",1,0
"0215","0215e","If 'I exist' is a well formed claim, does this undermine the objection to the ontological argument that says that 'exists' is not a predicate?",1,01/03/2006,"Problems in Philosophy and Literature","essay","Philosophy","AH","M",1488,67,9,0,0,0,0,0,0,0,22.2,7.4,"simple assignment","f",1987,"English","UKA","Philosophy",1,0
"0219","0219a","Consultation is different from negotiation, collective bargaining or joint decision-making. Decision-making remains the responsibility of management (DTI guidance on information and consultation regulations: 2005 4-5). Discuss the form and likely impact of new legal rights to information and consultation",4,01/12/2005,"Industrial Relations in Britain","essay","Business","SS","M",3500,87,19,0,0,3,0,0,0,0,40.2,4.6,"simple assignment","f",1980,"Bulgarian","OSA","Industrial Relations and Personnel Management",1,1
"0219","0219b","Discuss on which of the following groups with lower activity rate the European employment strategy is most likely to be successful: young workers, elderly workers, female workers.",4,01/01/2006,"EU Framework of Industrial Relations","essay","Business","SS","M",3522,76,15,0,0,0,0,0,0,0,46.3,5.1,"simple assignment","f",1980,"Bulgarian","OSA","Industrial Relations and Personnel Management",1,1
"0219","0219c","As Collective Bargaining Becomes Increasingly Devolved To Company Level, Is There Any Longer A Role For Employers' Organisations? Discuss With Reference To Developments In At Least Three European Countries.",4,01/03/2006,"Comparative European industrial relations","essay","Business","SS","D",3691,88,27,0,0,0,0,0,0,0,41.9,3.3,"simple assignment","f",1980,"Bulgarian","OSA","Industrial Relations and Personnel Management",1,1
"0219","0219d","Survey Data Indicate An Increased Use Of Direct Employee Involvement Techniques By Uk Employers. Why Is This And What Is Gained Through The Use Of Such Techniques?",4,01/04/2006,"Personnel Management","critique","Business","SS","D",3572,95,26,0,0,0,0,0,0,0,37.6,3.7,"simple assignment","f",1980,"Bulgarian","OSA","Industrial Relations and Personnel Management",1,1
"0219","0219e","What advantages might EWCS offer, and what disadvantages might they pose, for employers?",4,01/04/2006,"EU Framework of Industrial Relations","critique","Business","SS","M",3563,90,21,0,0,0,0,0,0,0,39.6,4.3,"simple assignment","f",1980,"Bulgarian","OSA","Industrial Relations and Personnel Management",1,1
"0222","0222a","1. Outline and give examples of the difficulties that overseas firms face when exporting to the United Kingdom, and discuss how these difficulties can be overcome. 2. Discuss the importance of the marketing mix decisions made by your team during the Marketing Game. What do you consider to be the main learning points of the game?",4,01/11/2005,"Strategic Marketing","essay + narrative recount","Engineering","PS","D",4580,204,42,0,0,0,0,1,0,0,22.5,4.9,"compound assignment consisting of 2 parts (see notesStmt for details)","m",1981,"English","OSA","Business",2,0
"0222","0222e","REPORT ON CENTRICA PLC",4,01/04/2006,"Financial Decision Making","case study","Engineering","PS","D",3706,151,51,3,5,1,1,1,12,0,24.5,3,"simple assignment","m",1981,"English","OSA","Engineering",1,1
"0223","0223a","Post-Module Assignment",4,01/12/2004,"Supply Chain Management","critique + critique","Engineering","PS","M",3348,177,62,3,3,0,2,0,11,1,18.9,2.9,"simple assignment","f",1983,"Chinese unspecified","OSA","Supply Engineering and Logistics",1,1
"0223","0223b","Post-Module Assignment",4,01/03/2005,"Financial and Cost Management","critique + critique","Engineering","PS","M",5322,282,97,4,4,0,0,1,33,1,18.9,2.9,"compound assignment consisting of 2 parts (see notesStmt for details)","f",1983,"Chinese unspecified","OSA","Supply Engineering and Logistics",2,0
"0223","0223c","An analysis of HC collaborating with CNI",4,01/04/2001,"International Joint Venture","proposal","Engineering","PS","D",3347,203,101,0,1,0,0,8,43,0,16.5,2,"simple assignment","f",1983,"Chinese unspecified","OSA","Supply Engineering and Logistics",1,1
"0223","0223d","Introduction to Assignment",4,01/04/2001,"Fianancial Analysis and Control Systems","critique","Engineering","PS","M",4690,223,84,16,13,0,0,1,0,0,21,2.7,"compound assignment consisting of 3 parts (see notesStmt for details)","f",1983,"Chinese unspecified","OSA","Supply Engineering and Logistics",3,0
"0224","0224a","Analyse the Function and Importance of Marceline and M├â┬®nalque in Andre Gide's The Immoralist",1,01/05/2006,"Aspects of Modern German Literature","essay","Other","AH","M",3790,154,19,0,0,0,0,0,0,0,24.6,8.1,"simple assignment","f",1987,"English","UKA","Film and Literature",1,0
"0224","0224b","Easy Rider - Analysis of Final Sequence",1,01/03/2006,"Basic Issues and Methods: Film Criticism","essay","Other","AH","M",1757,81,15,0,0,0,0,0,0,0,21.7,5.4,"simple assignment","f",1987,"English","UKA","Film and Literature",1,0
"0224","0224c","How may Swing Time be Considered a Turning Point in the Astaire and Rogers Cycle of Films for RKO in the 1930s?",1,01/11/2005,"Basic Issues and Methods: History","essay","Other","AH","M",2711,93,15,0,0,0,0,0,0,0,29.2,6.2,"simple assignment","f",1987,"English","UKA","Film and Literature",1,0
"0224","0224d","Analyse the Appropriation of Mythic and/or Fairytale Elements in Angela Carter's The Magic Toyshop and Jeanette Winterson's Oranges Are Not The Only Fruit.",1,01/05/2006,"Modes of Reading","essay","Other","AH","D",2553,107,16,0,0,1,0,0,0,0,23.9,6.7,"simple assignment","f",1987,"English","UKA","Film and Literature",1,0
"0224","0224e","'Depth of field is not just a stock in trade of the cameraman like the use of a series of filters or of such-and-such a style of lighting, it is a capital gain in the field of direction - a dialectical step forward in the history of film language.' (Andr├® Bazin). Discuss what Bazin means and whether or not you think such a categorical claim is justified.",1,01/03/2006,"Basic Issues and Methods: History","essay","Other","AH","D",3100,112,15,0,0,0,0,0,0,0,27.7,7.5,"simple assignment","f",1987,"English","UKA","Film and Literature",1,0
"0224","0224f","Detailed Shot Analysis",1,01/11/2005,"Basic Issues and Methods: Film Criticism","essay","Other","AH","M",1373,60,9,0,0,0,0,0,0,0,22.9,6.7,"simple assignment","f",1987,"English","UKA","Film and Literature",1,0
"0224","0224g","Analyse and Compare the Representation and Significance of 'Prisons' in Affinity by Sarah Waters and Alias Grace by Margaret Atwood",2,,"unknown","essay","Other","AH","unknown",2946,119,12,0,0,0,0,0,0,0,24.8,9.9,"simple assignment","f",1987,"English","UKA","Film and Literature",1,0
"0225","0225a","To what extent is the study of Management scientific? If it is not a science, then what is it?",2,01/12/2005,"Foundations of Organisational Behaviour","essay","Business","SS","M",2892,102,13,0,0,0,0,0,0,0,28.4,7.8,"simple assignment","f",1986,"Spanish","UKA","Management Science",1,0
"0225","0225b","Report to the Board of `Compotech Industries Plc┬┤",2,01/04/2006,"Management Accounting","case study","Business","SS","M",2669,97,34,1,0,0,0,0,9,1,27.5,2.9,"simple assignment","f",1986,"Spanish","UKA","Management Science",1,1
"0225","0225c","Explain the importance of: HEDLEY BYRNE AND CO V HELLER AND PARTNERS LTD 1964 AC 465 in the development of the law of negligence. In your answer you should also use this to explain and illustrate how common law is created through the use of judicial precedent.",1,01/04/2005,"Introduction to Business Law","explanation","Business","SS","D",1319,54,10,0,0,0,0,0,0,0,24.4,5.4,"simple assignment","f",1986,"Spanish","UKA","Management Science",1,0
"0225","0225d","The failure of the bulk of Mergers and Acquisitions to create shareholder value is accounted primarily by financial considerations such as managerial hubris and the high premium firms pay on average to acquire other companies. Discuss with references to advanced financial industrialized countries with dispersed ownership structures and concentrated ownership structures.",2,01/11/2005,"International Environment of Business","essay","Business","SS","M",1560,64,11,0,0,0,0,0,0,0,24.4,5.8,"simple assignment","f",1986,"Spanish","UKA","Management Science",1,0
"0226","0226a","Why should policymakers follow rules, as Kydland and Prescott argued? Compare the relative merits of any two of the following three rules: setting a target for the monetary growth rate; setting a target for the inflation rate; fixing the exchange rate. Illustrate your answer with real-world examples.",2,01/03/2005,"Macroeconomics 2","essay","Economics","SS","M",3060,123,37,0,1,0,3,0,0,0,24.9,3.3,"compound assignment consisting of 2 parts (see notesStmt for details)","f",1984,"Spanish","OSA","Economics",2,0
"0226","0226b","What relationship between unemployment and the real wage is predicted by the Shapiro-Stiglitz shirking model? Explain how an increase in the unemployment rate could reduce firms' expenditure on monitoring workers' behaviour.",2,01/12/2004,"Macroeconomics 2","critique","Economics","SS","M",2145,91,21,0,2,0,3,0,0,0,23.6,4.3,"simple assignment","f",1984,"Spanish","OSA","Economics",1,0
"0226","0226c","Assessment 2",3,01/04/2006,"Topics in Development Economics","essay","Economics","SS","M",2183,96,19,0,0,0,0,0,0,0,22.7,5.1,"simple assignment","f",1984,"Spanish","OSA","Economics",1,0
"0226","0226d","Assessment 1",3,01/12/2005,"International Economics","critique","Economics","SS","M",1588,67,25,0,7,0,4,0,11,0,23.7,2.7,"simple assignment","f",1984,"Spanish","OSA","Economics",1,0
